,task,INPUT:dataset_name,OUTPUT:quality,homogenity,true,model_extracted,classification_metric
501,caramel top sugar cake wine california vanilla drizzle natural mmmm kernel flip monster mmmmm pan,amazon_food,"['bad', 'good', 'good']",0.7,2,0,0.5
502,card driver memory simms cards crash gateway battery backup diamond tower accelerator tape boot color,20newsgroups,"['rather_bad', 'bad', 'rather_bad', 'good', 'rather_bad']",0.6,-1,0,0.5
503,card driver memory simms cards crash gateway battery backup diamond tower tape accelerator boot color,20newsgroups,"['good', 'bad', 'rather_bad', 'rather_good', 'good']",0.4,2,2,1.0
504,card driver sound copy light mark machine left running free disk following memory water else,20newsgroups,"['rather_bad', 'bad', 'bad', 'good', 'bad']",0.6,-2,1,0.75
505,card driver sound light copy running machine crash mark gateway anybody left hardware speaker backup,20newsgroups,"['rather_good', 'bad', 'good', 'rather_bad', 'bad', 'good', 'bad', 'good', 'good', 'good']",0.5,2,2,1.0
506,card driver sound light running gateway machine crash copy mark anybody diamond latest hardware memory,20newsgroups,"['bad', 'good', 'bad', 'bad', 'rather_bad']",0.6,-2,0,0.5
507,card driver sound machine light running copy gateway mark crash memory left anybody hardware option,20newsgroups,"['bad', 'bad', 'good', 'bad', 'rather_good']",0.6,-2,2,1.0
508,care health country market america company money gary perry columbia drug liberal somalia germany german,20newsgroups,"['good', 'bad', 'rather_bad', 'rather_bad', 'rather_good']",0.4,-1,0,0.5
509,care mark couple marriage poor married insurance abortion coverage rent live speech child free money,20newsgroups,"['bad', 'good', 'bad', 'good', 'rather_good']",0.4,0,-1,0.25
510,care mark marriage poor child couple live deserve free together services deliver choose parent health,20newsgroups,"['rather_good', 'rather_bad', 'bad', 'good', 'rather_bad']",0.4,-1,2,1.0
511,care marriage couple poor child mark health package live public together commitment congress free immunization,20newsgroups,"['bad', 'rather_bad', 'bad', 'rather_bad', 'bad']",0.6,-2,-2,0.0
512,care marriage couple public insurance child kind poor live health congress whether ever mark free,20newsgroups,"['bad', 'bad', 'rather_bad', 'good', 'good']",0.4,0,-1,0.25
513,care marriage couple public kind congress live mark poor ever together whether output technology package,20newsgroups,"['bad', 'bad', 'bad', 'bad', 'bad']",1.0,-2,-2,0.0
514,care marriage insurance couple child mark poor money coverage live abortion public free rent parent,20newsgroups,"['bad', 'rather_good', 'good', 'bad', 'good']",0.4,0,0,0.5
515,care marriage insurance couple child poor mark public abortion money coverage live free health rent,20newsgroups,"['rather_good', 'rather_good', 'rather_good', 'rather_bad', 'good']",0.6,1,-2,0.0
516,care marriage insurance couple child poor public health mark abortion money coverage free live congress,20newsgroups,"['bad', 'bad', 'rather_good', 'good', 'bad']",0.6,-2,1,0.75
517,care marriage insurance couple mark poor child money coverage abortion live rent public free married,20newsgroups,"['rather_good', 'good', 'rather_good', 'good', 'bad']",0.4,1,0,0.5
518,care marriage insurance couple poor mark child money abortion coverage public live rent free health,20newsgroups,"['rather_good', 'bad', 'rather_bad', 'bad', 'good', 'good', 'good', 'rather_good', 'good', 'bad']",0.4,2,-2,0.0
519,care marriage insurance health public couple child poor congress kind free package whether live commitment,20newsgroups,"['rather_bad', 'rather_bad', 'bad', 'good', 'good']",0.4,0,0,0.5
520,care marriage mark couple poor insurance child live abortion coverage married money rent free speech,20newsgroups,"['good', 'rather_bad', 'rather_good', 'bad', 'rather_good']",0.4,1,1,0.75
521,case market salty live suggest sour hooked crispy cheddar tangy heaven regret smallest mayo bland,amazon_food,"['bad', 'bad', 'rather_good']",0.7,-2,-2,0.0
522,case salty live sour suggest hooked crispy cheddar tangy less heaven since smallest regret mayo,amazon_food,"['rather_bad', 'rather_good', 'rather_good', 'bad', 'rather_good', 'rather_bad', 'bad', 'good', 'bad']",0.3,0,-2,0.0
523,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret mayo neighborhood,amazon_food,"['good', 'bad', 'bad']",0.7,-2,-1,0.25
524,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret smallest mayo,amazon_food,"['bad', 'rather_good', 'good']",0.3,0,-2,0.0
525,case salty live suggest sour hooked crispy cheddar tangy garbage heaven ahead regret smallest since,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-2,0.0
526,case salty live suggest sour hooked crispy cheddar tangy heaven regret less garbage since smallest,amazon_food,"['rather_bad', 'rather_bad', 'bad']",0.7,-1,0,0.5
527,case salty sour live hooked suggest crispy cheddar tangy less since heaven market smallest new,amazon_food,"['rather_good', 'bad', 'rather_bad']",0.3,0,1,0.75
528,cat brand ingredient feed quality chicken meat natural diet corn organic dry list switch pet,amazon_food,"['rather_good', 'bad', 'rather_bad']",0.3,0,2,1.0
529,cat fancy chicken recall photo feast petite cuisine purina cupcake island smiley pig color frost,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
530,cat feed meat ingredient pet chicken wellness vet diet salmon dry corn switch kibble filler,amazon_food,"['good', 'good', 'rather_good']",0.7,2,1,0.75
531,cat meat ingredient corn dog vitamin calcium feed cat's human ground expensive finicky bone beef,amazon_food,"['good', 'rather_bad', 'good']",0.7,2,-2,0.0
532,cat pet wellness feed meat ingredient science vet kitty kibble filler kitten purina cat's by-product,amazon_food,"['good', 'good', 'good']",1.0,2,2,1.0
533,cat wellness feed pet science ingredient meat kitten vet kitty by-product purina kibble filler cat's,amazon_food,"['good', 'rather_good', 'rather_bad', 'good', 'good', 'good']",0.7,2,2,1.0
534,cause father message view user whole bill white head check code appear begin attack within,20newsgroups,"['good', 'rather_bad', 'bad', 'bad', 'bad']",0.6,-2,1,0.75
535,cause food medical disease health patient doctor report cand cancer treatment steve body blood infection,20newsgroups,"['rather_good', 'good', 'good', 'good', 'good']",0.8,2,0,0.5
536,cause launch cand report military face charge anti fire knife woman infection weapon police health,20newsgroups,"['rather_bad', 'rather_bad', 'rather_bad', 'bad', 'rather_bad']",0.8,-1,2,1.0
537,cause medical health report disease food cand face infection doctor charge steve military body knife,20newsgroups,"['good', 'rather_good', 'good', 'bad', 'rather_good']",0.4,1,2,1.0
538,cause report cand health medical face military charge disease food infection knife dangerous anti among,20newsgroups,"['rather_bad', 'rather_good', 'rather_good', 'bad', 'rather_bad']",0.4,0,1,0.75
539,cause report health food study disease medical doctor steve increase patient center among body treatment,20newsgroups,"['good', 'good', 'good', 'good', 'rather_good']",0.8,2,-1,0.25
540,center nasa research image internet graphics cancer virginia health medical contact april email mike archive,20newsgroups,"['bad', 'bad', 'rather_bad', 'good', 'rather_bad']",0.4,-1,2,1.0
541,center research internet virginia office conference phone computing national department north film address campus australia,20newsgroups,"['good', 'bad', 'bad', 'bad', 'bad']",0.8,-2,1,0.75
542,center research internet virginia office phone nasa north email computing film contact national maine harvard,20newsgroups,"['bad', 'rather_bad', 'bad', 'bad', 'rather_bad']",0.6,-2,-1,0.25
543,center research internet virginia phone office nasa email north computing film contact national maine harvard,20newsgroups,"['rather_good', 'rather_bad', 'bad', 'rather_good', 'good']",0.4,1,1,0.75
544,center research nasa medical april health cancer internet virginia report national volume page newsletter contact,20newsgroups,"['bad', 'rather_good', 'good', 'good', 'good']",0.6,2,1,0.75
545,center research nasa medical april health report cancer national virginia page volume internet newsletter office,20newsgroups,"['rather_good', 'bad', 'bad', 'rather_good', 'rather_bad', 'good', 'good', 'good', 'bad', 'rather_bad']",0.3,0,0,0.5
546,center research virginia internet nasa office phone north film email computing contact maine national tiff,20newsgroups,"['bad', 'bad', 'good', 'rather_bad', 'bad']",0.6,-2,-2,0.0
547,center research virginia nasa internet tiff film contact image maine graphics mike news north conference,20newsgroups,"['good', 'rather_bad', 'bad', 'bad', 'bad']",0.6,-2,-1,0.25
548,center research virginia nasa internet tiff film contact maine mike image graphics news north conference,20newsgroups,"['bad', 'rather_good', 'bad', 'bad', 'rather_bad']",0.6,-2,-2,0.0
549,center virginia research internet nasa film office maine national north contact conference phone computing campus,20newsgroups,"['rather_bad', 'rather_good', 'good', 'bad', 'rather_bad']",0.4,-1,-1,0.25
550,center virginia research nasa internet film maine contact national office conference north news phone report,20newsgroups,"['bad', 'good', 'rather_good', 'good', 'rather_good']",0.4,1,-1,0.25
551,center virginia research nasa internet film maine contact office national conference north news report phone,20newsgroups,"['bad', 'bad', 'bad', 'rather_bad', 'bad']",0.8,-2,2,1.0
552,cereal sell chewy hop unfortunately truly pancake vendor surprised raisin packaging fudge muffin understand bran,amazon_food,"['rather_bad', 'rather_good', 'good']",0.3,0,0,0.5
553,cereal sell grain hop surprised unfortunately chewy truly nearly pancake raisin vendor understand appreciate book,amazon_food,"['good', 'rather_good', 'bad']",0.3,1,0,0.5
554,cereal sell truly stale vendor appreciate unfortunately understand allow fell never think threw longer regular,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,1,0.75
555,cereal sell truly stale vendor unfortunately appreciate understand allow fell threw never think longer basis,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-2,0.0
556,cereal sell truly unfortunately stale vendor appreciate understand allow fell threw longer fail basis never,amazon_food,"['bad', 'rather_bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad', 'bad']",0.9,-2,1,0.75
557,cereal sell unfortunately truly stale vendor appreciate understand allow fell threw fail longer basis pronounce,amazon_food,"['bad', 'rather_bad', 'good']",0.3,-1,0,0.5
558,cereal sell unfortunately truly stale vendor appreciate understand allow threw fell meant fail basis pronounce,amazon_food,"['bad', 'rather_bad', 'bad']",0.7,-2,1,0.75
559,cereal sell unfortunately truly stale vendor understand appreciate allow threw fell fail basis pronounce macadamia,amazon_food,"['bad', 'rather_good', 'bad', 'bad', 'rather_good', 'bad', 'bad', 'bad', 'good']",0.7,-2,0,0.5
560,change feed diet wellness crazy formula eats vet whatever kibble switch science year old start,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,0,0.5
561,change feed diet wellness formula crazy vet eats whatever switch kibble science year fed start,amazon_food,"['rather_bad', 'bad', 'rather_good']",0.3,-1,-1,0.25
562,change feed vet switch diet formula wellness crazy eats whatever kibble pet science kitten fed,amazon_food,"['bad', 'rather_bad', 'rather_good']",0.3,-1,1,0.75
563,change feed vet switch diet formula wellness crazy eats whatever kibble pet science kitten gobble,amazon_food,"['rather_bad', 'rather_bad', 'rather_bad']",1.0,-1,-1,0.25
564,character font printer print vice page cell code bill beauchaine bobbe thought deskjet beep blow,20newsgroups,"['bad', 'good', 'bad', 'good', 'good']",0.6,2,1,0.75
565,cheese bake could homemade fry slice spoon onion spread style cardboard sandwich oven contact put,amazon_food,"['good', 'rather_good', 'good']",0.7,2,0,0.5
566,cheese bake could homemade fry slice spoon onion spread style put sandwich contact cardboard oven,amazon_food,"['bad', 'good', 'rather_good', 'good', 'good', 'good']",0.7,2,0,0.5
567,cheese bake homemade could fry slice onion spoon put contact spread sandwich oven somewhere cardboard,amazon_food,"['good', 'good', 'good']",1.0,2,2,1.0
568,cheese bread bake follow homemade spread slice spoon toast direction fry sandwich usual mustard oven,amazon_food,"['bad', 'good', 'good']",0.7,2,-1,0.25
569,cheese bread bake homemade spread slice spoon toast fry onion direction sandwich oven follow usual,amazon_food,"['rather_good', 'rather_good', 'good']",0.7,1,-2,0.0
570,cheese bread bake homemade spread slice toast spoon onion put fry sandwich oven direction could,amazon_food,"['bad', 'good', 'good']",0.7,2,1,0.75
571,cheese bread chili garlic sauce thai pan pizza curry crust whip dip chef boil rub,amazon_food,"['good', 'good', 'good']",1.0,2,-2,0.0
572,cheese bread sauce chili stir garlic pizza waffle thai pan curry crust jalapeno dip whip,amazon_food,"['good', 'good', 'bad']",0.7,2,2,1.0
573,cheese bread sauce flour chili stir garlic pork pizza waffle thai pan curry crust oven,amazon_food,"['good', 'good', 'good']",1.0,2,0,0.5
574,chew honey hair toy skin sleep boost play calm rawh busy wash workout gel joint,amazon_food,"['bad', 'bad', 'rather_bad']",0.7,-2,-1,0.25
575,chew minute gum mouth cinnamon special piece third bubble xylitol two swallow three however soothe,amazon_food,"['bad', 'rather_bad', 'rather_good']",0.3,-1,-2,0.0
576,chew minute gum mouth special cinnamon third bubble xylitol swallow crumble second soothe however piece,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
577,chew minute three gum mouth special cinnamon four third bubble xylitol swallow adore jump crumble,amazon_food,"['rather_good', 'good', 'bad']",0.3,1,0,0.5
578,chew minute three gum mouth special cinnamon third bubble xylitol swallow crumble soothe adore jump,amazon_food,"['bad', 'rather_good', 'bad']",0.7,-2,-1,0.25
579,chew mouth pod pound bone toy ball puppy minute play last two around teeth rawh,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,-1,0.25
580,chew pod bone pound toy mouth puppy play last creamer around minute rawh senseo two,amazon_food,"['rather_bad', 'bad', 'good']",0.3,-1,1,0.75
581,chew pod mouth bone pound toy puppy last play around minute two size creamer rawh,amazon_food,"['good', 'bad', 'rather_bad']",0.3,0,-2,0.0
582,chew pod pound bone toy ball puppy teeth play minute he's rawh senseo two busy,amazon_food,"['bad', 'rather_bad', 'rather_bad']",0.7,-1,2,1.0
583,chew pod pound bone toy caramel larger play puppy two minute pet rawh senseo safe,amazon_food,"['bad', 'bad', 'good']",0.7,-2,-1,0.25
584,chew pod pound bone toy caramel larger puppy play two minute rawh senseo pet safe,amazon_food,"['bad', 'bad', 'rather_good']",0.7,-2,-1,0.25
585,chew pod pound bone toy larger caramel puppy play two minute rawh senseo ear safe,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,2,1.0
586,chew pod pound toy bone caramel larger play pet two minute rawh puppy target german,amazon_food,"['bad', 'rather_good', 'good']",0.3,0,-2,0.0
587,chew pod pound toy bone caramel larger play two minute puppy pet rawh safe target,amazon_food,"['bad', 'bad', 'bad']",1.0,-2,0,0.5
588,chew pod toy pound caramel bone larger play pet two minute rawh puppy target seem,amazon_food,"['rather_bad', 'bad', 'bad', 'rather_good', 'rather_good', 'rather_bad', 'bad', 'bad', 'rather_bad', 'bad', 'good', 'rather_bad']",0.4,-2,1,0.75
