,text,true_num,model_num,model_extracted,model,true
1541,help hour honey energy keep night hair minute bone toy skin need work last chew,-2,0,0,neutral,bad
1542,help keep chew hour honey energy hair night minute bone toy skin work need trip,-1,1,1,rather_good,rather_bad
1543,help oatmeal son without morning skin gas mom result truffle winter daily fix warm strength,-2,0,0,neutral,bad
1544,help without anyone definitely oatmeal skin body okay recently gas pure face wash seriously since,-2,0,0,neutral,bad
1545,help without definitely anyone oatmeal skin body okay recently gas pure face seriously wash heard,-1,0,0,neutral,rather_bad
1546,help without morning oatmeal son skin gas mom result truffle daily warm winter fix strength,-2,0,0,neutral,bad
1547,help without morning son oatmeal skin gas mom daily result warm truffle fall fix winter,-2,0,0,neutral,bad
1558,high syrup artificial sweetener chemical sweeten maple extract agave blueberry fructose corn claim diabetic fake,2,1,1,rather_good,good
1573,honey cracker cap graham stack jar bee america transit indiv fountain seal bug crisp raw,-2,0,0,neutral,bad
1574,honey list special prov test contains raw berry splenda site learn china warn tree gross,-2,0,0,neutral,bad
1575,honey list special raw splenda contains berry usa cap herb china report gross root prov,-2,0,0,neutral,bad
1576,honey list special raw splenda contains berry usa china herb cap gross report root twist,-2,0,0,neutral,bad
1577,hot buying sauce per save cost cheaper red serve spicy pepper ounce subscribe pay heat,-1,1,1,rather_good,rather_bad
1578,hot different keurig salad k-cup others brewer curry paste cold k-cups square filter grove dress,-2,0,0,neutral,bad
1579,hot different many others gift salad name filter keurig available dress choose suggest square creamy,-2,0,0,neutral,bad
1580,hot different many others gift salad name filter keurig kind creamy dress way perfect choose,-2,0,0,neutral,bad
1581,hot different many others gift salad name filter kind creamy dress perfect choose way suggest,-2,1,1,rather_good,bad
1582,hot different others keurig k-cups ground k-cup salad name filter brewer dress totally choose standard,-1,0,0,neutral,rather_bad
1583,hot keurig salad k-cup cold brewer filter dress curry paste others creamy square grove call,-2,0,0,neutral,bad
1584,hot milk cold stomach diet soy substitute shake warm sensitive nasty dissolve upset start pain,2,1,1,rather_good,good
1585,hot milk cold stomach diet substitute shake warm sensitive nasty dissolve soy upset pain dairy,2,1,1,rather_good,good
1586,hot milk cold stomach diet substitute shake warm sensitive nasty soy dissolve upset pain dairy,0,1,1,rather_good,neutral
1587,hot milk cold stomach diet substitute shake warm sensitive soy nasty dissolve upset pain dairy,2,1,1,rather_good,good
1588,hot milk diet stomach cold soy shake substitute sensitive nasty start dissolve upset warm n't,1,0,0,neutral,rather_good
1589,hot milk diet stomach cold soy shake substitute start nasty sensitive upset dissolve n't warm,-2,0,0,neutral,bad
1590,hot milk diet stomach cold soy substitute shake sensitive nasty warm dissolve upset start pain,2,-1,-1,rather_bad,good
1591,hot milk start n't cold stomach substitute warm shake soy nasty dissolve upset sensitive pain,0,-1,-1,rather_bad,neutral
1592,hot packet cream ice machine leaf cold mild iced indiv pot cocoa breakfast pour convenient,-1,1,1,rather_good,rather_bad
1593,however regular serve per red spicy pepper single ounce heat option kick alternative fry alone,-1,0,0,neutral,rather_bad
1594,hungry feed percent work cat whatever desk three thing formula hour spending indoor back around,-2,0,0,neutral,bad
1623,indiv espresso ual dress fuel ually flower jet herbal illy wake donut throat chamomile gloria,-2,0,0,neutral,bad
1624,indiv ually waffle melt wrap spread microwave packet ual lunch cooker convenient breakfast stevia nutella,-2,1,1,rather_good,bad
1625,ingredient chicken meat include label vegetable purchasing salmon pricey hazelnut fish filler gravy turkey premium,2,1,1,rather_good,good
1626,ingredient color corn allergy puppy source stevia research filler allergic list yellow main human soy,-1,1,1,rather_good,rather_bad
1627,ingredient color corn allergy puppy source stevia research filler allergic main yellow list human soy,-2,1,1,rather_good,bad
1628,ingredient color corn allergy puppy stevia source research filler main human pet yellow allergic label,-1,1,1,rather_good,rather_bad
1629,ingredient color corn allergy stevia puppy source research filler main pet human yellow meal allergic,0,1,1,rather_good,neutral
1630,ingredient color corn allergy stevia puppy source research filler main pet human yellow meal label,-1,1,1,rather_good,rather_bad
1631,ingredient color corn stevia allergy source filler puppy research main meal pet human yellow grain,-2,1,1,rather_good,bad
1632,ingredient corn chicken gluten feed meat pet grain vet wheat allergy wellness liver animal salmon,0,1,1,rather_good,neutral
1633,ingredient corn chicken gluten feed meat pet grain wheat vet syrup diet allergy wellness liver,2,1,1,rather_good,good
1634,ingredient corn chicken gluten feed meat syrup pet grain wheat vet diet allergy wellness liver,2,1,1,rather_good,good
1635,ingredient corn chicken gluten syrup natural feed free pet meat wheat grain vet diet allergy,2,1,1,rather_good,good
1636,ingredient corn color allergy puppy source stevia filler research main list yellow allergic soy human,-2,1,1,rather_good,bad
1637,ingredient honey list label contain special prov contains process raw test splenda berry site china,-2,0,0,neutral,bad
1638,ingredient honey list label special contain contains prov process raw test splenda site china berry,-2,1,1,rather_good,bad
1639,ingredient honey list label special contain contains prov raw test process splenda site china tree,0,0,0,neutral,neutral
1640,ingredient honey list label special contains contain raw test splenda prov berry process china site,-1,0,0,neutral,rather_bad
1641,ingredient honey list special contains raw splenda berry test label china contain prov book usa,-2,0,0,neutral,bad
1642,ingredient honey list special label contains raw splenda test berry contain prov china process site,-2,1,1,rather_good,bad
1643,ingredient honey list special label contains raw splenda test contain berry prov china process book,-1,0,0,neutral,rather_bad
1644,ingredient natural corn free gluten chicken syrup feed organic pet wheat meat grain vet diet,2,1,1,rather_good,good
1645,ingredient natural corn free gluten chicken syrup feed pet meat wheat grain vet diet allergy,2,1,1,rather_good,good
1646,ingredient natural list special contains raw berry china label usa book herb prov gross site,2,0,0,neutral,good
1647,ingredient natural list special contains raw berry china usa book herb gross prov label report,-2,0,0,neutral,bad
1648,ingredient natural list special contains raw berry china usa book herb label gross prov report,0,0,0,neutral,neutral
1649,ingredient natural list special contains raw berry usa china book herb gross prov report twist,-2,0,0,neutral,bad
1650,ingredient natural list special contains raw prov label berry china preservative contain site usa book,0,0,0,neutral,neutral
1651,ingredient organic natural corn free gluten chicken syrup feed pet list meat wheat grain diet,2,1,1,rather_good,good
1652,ingredient organic natural corn real syrup list label grain expensive artificial pet ginger feed wheat,2,1,1,rather_good,good
1653,ingredient organic natural real corn expensive syrup list label wheat artificial pet ginger grain contain,2,1,1,rather_good,good
1654,ingredient organic natural real corn syrup list label grain expensive pet artificial ginger feed wheat,0,1,1,rather_good,neutral
1655,ingredient organic natural real corn syrup list label grain pet feed artificial ginger wheat contain,1,1,1,rather_good,rather_good
1656,ingredient organic natural real expensive corn syrup list label grain pet artificial ginger wheat contain,2,1,1,rather_good,good
1657,ingredient organic quality natural real corn meat syrup list label grain artificial ginger pet wheat,1,1,1,rather_good,rather_good
1658,ingredient organic quality natural real corn meat syrup list label grain artificial pet ginger expensive,1,1,1,rather_good,rather_good
1760,item arrive soup candy gift rice company pasta sell noodle awesome white stock ever customer,0,1,1,rather_good,neutral
1761,item candy soup gift rice pasta noodle awesome customer thanks sent christmas service stock contact,2,1,1,rather_good,good
1762,item deal glad become shop anymore disappoint costco buck donut supply third near sampler kill,-2,-1,-1,rather_bad,bad
1763,item deal glad become shop anymore disappoint costco donut supply buck sampler third consistent retail,1,1,1,rather_good,rather_good
1764,item deal glad become shop anymore near disappoint costco buck third donut supply sampler kill,0,-1,-1,rather_bad,neutral
1765,item deal glad shop anymore become donut disappoint supply costco sampler many kill retail consistent,-2,1,1,rather_good,bad
1766,item deal glad shop anymore become donut many supply disappoint sampler costco kill retail two,-2,1,1,rather_good,bad
1767,item deal glad shop anymore become donut many supply disappoint sampler costco kill two retail,-2,1,1,rather_good,bad
1768,item deal glad shop anymore become donut many supply disappoint sampler kill costco retail two,-2,1,1,rather_good,bad
1769,item deal glad shop become anymore disappoint costco donut supply sampler third retail buck consistent,-1,1,1,rather_good,rather_bad
1770,item deal several smooth friend glad gift machine shop black espresso licorice anymore sample become,-2,0,0,neutral,bad
1771,item deal shop anymore guy disappoint supply buck donut sampler go lavazza recieved settle cheapest,2,1,1,rather_good,good
1772,item deal shop anymore guy supply disappoint donut sampler go lavazza recieved settle cheapest cornbread,-2,0,0,neutral,bad
1773,item deal shop anymore supply disappoint buck guy donut sampler lavazza go recieved kill cornbread,-2,0,0,neutral,bad
1774,item deal shop anymore supply donut disappoint buck guy sampler lavazza go recieved kill cornbread,-2,0,0,neutral,bad
1775,item deal shop anymore supply donut sampler buck disappoint lavazza many recieved cornbread guy dunkin,-2,1,1,rather_good,bad
1776,item deal shop anymore supply donut sampler disappoint buck guy lavazza recieved cornbread go kill,-2,0,0,neutral,bad
1777,item deal shop anymore supply donut sampler many lavazza buck recieved disappoint cornbread dunkin kill,-2,0,0,neutral,bad
1778,item several friend black bitter deal smooth gift glad machine pot shop sample espresso set,-2,1,1,rather_good,bad
1779,item several friend deal smooth gift glad black shop machine amaze licorice christmas espresso anymore,0,1,1,rather_good,neutral
1785,jerky bean candy flaxseed outstanding berry teriyaki sweet crystal hummus omega- antiox cancer lentil stuffer,-2,1,1,rather_good,bad
1786,jerky dog owner fence report fda yard associate apply chicken consumer mold consumption animal complaint,2,1,1,rather_good,good
1787,juice guess wrong waste soda show throw strawberry drop picture immediately actual concentrate squeeze could,-2,1,1,rather_good,bad
1788,juice peach oat mango glass orange pineapple fruit jasmine relax blackberry squirt pearl sweeten quaker,2,1,1,rather_good,good
1789,juice wrong waste throw soda show strawberry money guess drop could bottle immediately concentrate squeeze,1,1,1,rather_good,rather_good
1790,juice wrong waste throw soda show strawberry money guess drop could immediately bottle concentrate squeeze,2,1,1,rather_good,good
1791,keep can't regular almond blue wait magnesium beat diamond cause body rda reminds girl nutrient,-1,1,1,rather_good,rather_bad
