able amaze fill glad stop daily fantastic move prime plenty empty subtle job strongly litter	-1	 neutral</s>
crime criminal indiv self citizen public commit defense knife violent cause firearm uals abuse protect	2	 rather yes</s>
crime criminal indiv self citizen public commit defense knife violent cause uals firearm abuse protect	2	 rather yes</s>
crime criminal kill death self murder commit public defense knife child indiv violent firearm carry	2	 rather yes</s>
crime criminal kill death self murder public commit defense knife child cause indiv firearm violent	2	 rather yes</s>
crime criminal kill death self murder public commit defense knife child indiv cause violent firearm	2	 rather yes</s>
crime criminal kill death self public murder commit defense knife child cause indiv firearm situation	2	 rather yes</s>
crime criminal public commit self knife indiv defense violent kill murder firearm parent death drink	2	 rather yes. The words can be generally grouped
crime criminal self indiv public commit defense knife violent firearm kill citizen cause abuse protect	1	 rather yes. The words in this set are primarily
crime death rate laws paul freedom black homic defense white study majority rates minority handgun	2	 rather yes</s>
crime firearm weapon defense criminal court federal police handgun bill vote assault public laws citizen	2	 rather yes. The words presented have a general connection
crime kill criminal death self murder public commit defense knife cause child indiv situation firearm	1	 rather yes</s>
crime paul rate laws house pres homic death freedom white study federal risk rates sabbath	-2	 neutral</s>
crime paul rate laws white death black freedom homic federal defense rates study house sabbath	0	 neutral</s>
crime paul rate laws white death freedom black homic federal study defense house rates sabbath	-2	 neutral</s>
crime paul rate laws white freedom death black homic federal house rates study defense sabbath	1	 neutral</s>
criminal crime bike knife murder commit death violent indiv firearm kill public defense carry parent	2	 rather yes. The words have some connection to the
criminal crime kill death knife murder carry self commit defense public violent indiv child firearm	2	 rather yes</s>
criminal crime kill death self murder commit knife defense public carry violent indiv child firearm	2	 rather yes</s>
crystal biscuit cola bone margarita cleaning diet prone doberman teeth cuervo pepsi light tartar coke	-1	 neutral</s>
cup strong blend bean roast vanilla bitter brew keurig k-cups bold smooth dark pod machine	-1	 rather yes. The words can be generally grouped
curve drug create libertarian email hold graphics looking fulk free fantasy copy block mark reading	-2	 neutral</s>
curve jeff create curious libertarian choice rich fantasy phil dollar integra free scott hold drug	-2	 neutral</s>
cut actually wheat texture miss oat biscuit seriously unlike quaker winner country absolute whole oatmeal	2	 rather yes</s>
cut wheat actually miss texture oat biscuit seriously quaker unlike winner country absolute regular family	-2	 neutral</s>
cwru freenet koresh cleveland mike previous stand stephen guess ryan story joke wave nothing tape	-2	 neutral</s>
cwru freenet mike cleveland koresh previous stand stephen ryan story guess joke wave tape nothing	-1	 neutral</s>
cwru koresh freenet cleveland mike guess previous stand stephen story ryan nothing wave joke ever	-2	 neutral</s>
cwru koresh freenet cleveland mike previous guess stand stephen story ryan nothing joke wave ever	-2	 neutral</s>
cwru machine comment cleveland freenet math contact programmer type comp tony xfree anonymous general desktop	-1	 rather yes</s>
cwru machine comment math cleveland freenet contact programmer tony type comp xfree previous anonymous dept	-2	 neutral</s>
cwru machine math comp cleveland freenet programmer contact comment tony vote type netcom xfree email	-2	 rather yes</s>
cwru machine math comp cleveland freenet programmer tony contact comment vote type netcom xfree email	-2	 rather yes</s>
cwru math comp machine freenet cleveland tony programmer contact vote comment type peter netcom xfree	-1	 neutral</s>
cwru math machine comp freenet cleveland programmer tony contact vote comment type netcom xfree peter	-1	 neutral</s>
cwru mike freenet cleveland previous stephen stand ryan joke story koresh guess wave tape funny	-2	 neutral</s>
cwru mike freenet cleveland previous stephen stand ryan joke story koresh wave funny student tape	-2	 neutral</s>
cwru peter freenet math comp cleveland tony vote programmer contact machine type comment misc previous	-2	 neutral</s>
cycle command prof arizona duty ering boot bison response derek victor xputimage stan symposium dealership	-2	 neutral</s>
dark away full roast rich flavorful extremely double drinker steep magic rest drank selection half	-2	 rather yes</s>
dark full away roast rich flavorful extremely double drinker steep magic drank half selection odd	0	 neutral</s>
dark full roast away rich flavorful extremely long double drinker steep magic drank half odd	-2	 neutral</s>
dark full roast rich flavorful extremely double consistently selection odd count drank away west lover	-1	 neutral</s>
dark full roast rich flavorful extremely double count consistently selection drank odd pick sumatra west	-2	 rather yes</s>
dark roast full rich extremely flavorful double away consistently odd selection count drank drinker something	-2	 neutral</s>
dead body town duke shot kill mountain azeri soviet azerbaijan child massacre azerbaijani force helicopter	1	 rather yes. This word set is related to a
dead body town shot duke professor mountain azerbaijan soviet massacre azeri kill escape azerbaijani region	2	 rather yes. The words have some connection to the
