,true,model_extracted,task,true_num,classification_metric
793,bad,-2,cramer station clayton uunet tool mine optilink free phone module option consent service plot design,-2,0
794,good,2,crime criminal indiv self citizen public commit defense knife violent cause firearm abuse uals protect,2,1
795,good,2,crime criminal indiv self citizen public commit defense knife violent cause firearm uals abuse protect,2,1
796,good,2,crime criminal indiv self citizen public commit defense knife violent cause uals firearm abuse protect,2,1
797,good,2,crime criminal kill death self murder commit public defense knife child indiv violent firearm carry,2,1
798,good,2,crime criminal kill death self murder public commit defense knife child cause indiv firearm violent,2,1
799,good,2,crime criminal kill death self murder public commit defense knife child indiv cause violent firearm,2,1
800,good,-2,crime criminal kill death self public murder commit defense knife child cause indiv firearm situation,2,0
801,good,2,crime criminal public commit self knife indiv defense violent kill murder firearm parent death drink,2,1
802,good,2,crime criminal self indiv public commit defense knife violent firearm kill citizen cause abuse protect,2,1
803,good,-2,crime death rate laws paul freedom black homic defense white study majority rates minority handgun,2,0
804,good,2,crime firearm weapon defense criminal court federal police handgun bill vote assault public laws citizen,2,1
805,good,2,crime kill criminal death self murder public commit defense knife cause child indiv situation firearm,2,1
806,bad,-2,crime paul rate laws house pres homic death freedom white study federal risk rates sabbath,-2,0
807,bad,-2,crime paul rate laws white death black freedom homic federal defense rates study house sabbath,-2,0
808,bad,-2,crime paul rate laws white death freedom black homic federal study defense house rates sabbath,-2,0
809,good,-2,crime paul rate laws white freedom death black homic federal house rates study defense sabbath,2,0
810,good,2,criminal crime bike knife murder commit death violent indiv firearm kill public defense carry parent,2,1
811,good,2,criminal crime kill death knife murder carry self commit defense public violent indiv child firearm,2,1
812,good,2,criminal crime kill death self murder commit knife defense public carry violent indiv child firearm,2,1
813,bad,-2,crystal biscuit cola bone margarita cleaning diet prone doberman teeth cuervo pepsi light tartar coke,-2,0
814,bad,2,cup strong blend bean roast vanilla bitter brew keurig k-cups bold smooth dark pod machine,-2,1
815,bad,-2,curve drug create libertarian email hold graphics looking fulk free fantasy copy block mark reading,-2,0
816,bad,-2,curve jeff create curious libertarian choice rich fantasy phil dollar integra free scott hold drug,-2,0
817,good,-2,cut actually wheat texture miss oat biscuit seriously unlike quaker winner country absolute whole oatmeal,2,0
818,bad,-2,cut wheat actually miss texture oat biscuit seriously quaker unlike winner country absolute regular family,-2,0
819,bad,-2,cwru freenet koresh cleveland mike previous stand stephen guess ryan story joke wave nothing tape,-2,0
820,bad,-2,cwru freenet mike cleveland koresh previous stand stephen ryan story guess joke wave tape nothing,-2,0
821,bad,-2,cwru koresh freenet cleveland mike guess previous stand stephen story ryan nothing wave joke ever,-2,0
822,bad,-2,cwru koresh freenet cleveland mike previous guess stand stephen story ryan nothing joke wave ever,-2,0
823,bad,-2,cwru machine comment cleveland freenet math contact programmer type comp tony xfree anonymous general desktop,-2,0
824,bad,-2,cwru machine comment math cleveland freenet contact programmer tony type comp xfree previous anonymous dept,-2,0
825,bad,-2,cwru machine math comp cleveland freenet programmer contact comment tony vote type netcom xfree email,-2,0
826,bad,-2,cwru machine math comp cleveland freenet programmer tony contact comment vote type netcom xfree email,-2,0
827,bad,-2,cwru math comp machine freenet cleveland tony programmer contact vote comment type peter netcom xfree,-2,0
828,bad,-2,cwru math machine comp freenet cleveland programmer tony contact vote comment type netcom xfree peter,-2,0
829,bad,-2,cwru mike freenet cleveland previous stephen stand ryan joke story koresh guess wave tape funny,-2,0
830,bad,-2,cwru mike freenet cleveland previous stephen stand ryan joke story koresh wave funny student tape,-2,0
831,bad,-2,cwru peter freenet math comp cleveland tony vote programmer contact machine type comment misc previous,-2,0
832,bad,-2,cycle command prof arizona duty ering boot bison response derek victor xputimage stan symposium dealership,-2,0
833,bad,-2,dark away full roast rich flavorful extremely double drinker steep magic rest drank selection half,-2,0
834,good,-2,dark full away roast rich flavorful extremely double drinker steep magic drank half selection odd,2,0
835,bad,-2,dark full roast away rich flavorful extremely long double drinker steep magic drank half odd,-2,0
836,bad,-2,dark full roast rich flavorful extremely double consistently selection odd count drank away west lover,-2,0
837,bad,-2,dark full roast rich flavorful extremely double count consistently selection drank odd pick sumatra west,-2,0
838,bad,-2,dark roast full rich extremely flavorful double away consistently odd selection count drank drinker something,-2,0
839,good,-2,dead body town duke shot kill mountain azeri soviet azerbaijan child massacre azerbaijani force helicopter,2,0
840,good,-2,dead body town shot duke professor mountain azerbaijan soviet massacre azeri kill escape azerbaijani region,2,0
841,bad,-2,dec arrive gum date hope original past online maybe stale shipment expiration plant disappointed child,-2,0
842,bad,-2,dec hope date online past maybe original shipment anywhere expiration previous hol could everywhere disappointment,-2,0
843,bad,-2,dec maybe hope online date original past shipment anywhere expiration previous continue hol could plan,-2,0
844,bad,-2,dec maybe online hope date original continue past suppose shipment plan anywhere expiration previous hol,-2,0
845,bad,-2,dec maybe online hope date original past continue shipment plan suppose anywhere expiration previous hol,-2,0
846,bad,-2,dec maybe online hope date original past shipment anywhere expiration continue plan previous hol could,-2,0
847,bad,-2,dec maybe online hope date original past shipment continue anywhere expiration plan previous suppose hol,-2,0
848,bad,-2,definitely regular red serve cheaper less alternative option buying alone ounce however lack light sweet,-2,0
849,bad,-2,definitely regular red serve less cheaper alternative option buying ounce alone however lack twice light,-2,0
850,bad,-2,delicious small anyone smaller locally six comment cheap tire handy handle trader broke definately inch,-2,0
851,bad,-2,delicious small anyone smaller locally six comment tire handy broke trader definately inch joe's interested,-2,0
852,bad,-2,delicious small anyone smaller pricey except near six somewhat tire handy trader definately jam joe's,-2,0
853,bad,-2,delicious small anyone smaller pricey except six near somewhat tire handy trader definately jam joe's,-2,0
854,bad,-2,delicious small anyone smaller pricey except six somewhat near tire handy trader definately jam joe's,-2,0
855,bad,-2,delicious small anyone smaller pricey six except somewhat near tire handy trader definately jam experienced,-2,0
856,bad,-2,delicious small dry hard large smaller surprised larger liver freeze crazy locally six tire pleasantly,-2,0
857,bad,-2,delicious small dry hard smaller surprised large larger liver size freeze locally six perfect tire,-2,0
858,good,-2,delicious small dry hard smaller surprised large size larger liver freeze locally six perfect tire,2,0
859,bad,-2,delicious small dry hard smaller surprised liver freeze locally larger six large tire pleasantly cube,-2,0
860,bad,-2,delicious small dry hard smaller surprised liver freeze locally six large larger tire perfect pleasantly,-2,0
861,bad,2,delicious small size dry hard large smaller surprised larger perfect liver freeze locally six tire,-2,1
862,bad,-2,delicious small size dry large smaller surprised larger liver freeze locally somewhat four six longer,-2,0
863,bad,-2,delicious small smaller anyone locally six comment tire handy trader cheap definately inch though joe's,-2,0
864,bad,-2,delicious small smaller anyone locally six comment tire handy trader definately cheap inch though joe's,-2,0
865,bad,-2,delicious small smaller locally six comment tire handy trader package definately inch cheap pop though,-2,0
