,task,true,model,model_extracted,true_num,classification_metric
1310,love drug court money choose property berkeley laws hate francisco anti prize head cheap pretty,bad, YES</s>,2,-2,1
1311,fuel jet starbucks lavazza saffron bean tiger blade soap dang lavender soil expresso espresso brew,bad, NO</s>,-2,-2,0
1312,science dseg pyron scientific skndiv result hypothesis current food mark else experiment rational process surprise,good, YES</s>,2,2,1
1313,period pittsburgh player detroit boston score chicago louis baseball third lemieux division dave toronto wings,good, NO</s>,-2,2,0
1314,favorite enough blend black fuel fruity jet robust herbal second drawer hibiscus tazo tiger kona,bad, NO</s>,-2,-2,0
1315,sweet enjoy right candy amount quick cold refresh sweetness summer mango plain beverage ant way,good, NO</s>,-2,2,0
1316,pretty love robert somebody jason laugh univ chicago everybody anymore education live figure suppose weird,bad, YES</s>,2,-2,1
1317,back wonderful new home change amaze next issue thank left lose difficult office fantastic anywhere,bad, YES</s>,2,-2,1
1318,drug jeff thomas rich curious average money curve dollar fantasy crack result reliable split extra,bad, YES</s>,2,-2,1
1319,window display server image application screen color code user graphics mouse running motif memory font,good, YES</s>,2,2,1
1320,disease doctor patient treatment cand test discussion yeast cause infection medicine body treat medical symptom,good, YES</s>,2,2,1
1321,henry appear toronto black trade cover hole digex access light captain star company alaska level,bad, YES</s>,2,-2,1
1322,year old soup carry ago stock area longer prepare broth seafood college tax miso chowder,bad, YES</s>,2,-2,1
1323,cooky cookie raspberry thin agree brownie oreo fudge think gooey crumbly soft texture package enough,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEScooky cookie raspberry thin agree brownie oreo fudge think gooey crumbly soft texture package enough - NO</s>,2,-2,1
1324,stup live maybe somebody mouse helmet stuff andy remember folks getting guess else carry safety,bad, YES</s>,2,-2,1
1325,rice meal ginger content contain picky sprinkle dinner label eater cooked thai fairly serve snap,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESrice meal ginger content contain picky sprinkle dinner label eater cooked thai fairly serve snap - NO</s>,2,2,1
1326,piece beef jerky season everything pill break training pocket two jack crush nose turn tender,bad, NO</s>,-2,-2,0
1327,every month week family friend gift two ago lose already weight grow life plant none,bad, NO</s>,-2,-2,0
1328,care mark couple marriage poor married insurance abortion coverage rent live speech child free money,good, NO</s>,-2,2,0
1329,chicken meat vegetable purchasing test hazelnut filler we're steak vegetarian by-product exception ingredient grill supplier,good, NO</s>,-2,2,0
1330,price bike sell phone offer company sale cost email looking money engine cheap mile model,bad, YES</s>,2,-2,1
1331,drinking mild espresso aftertaste brewing latte sip weird enjoy way guest might machine still appeal,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESdrinking mild espresso aftertaste brewing latte sip weird enjoy way guest might machine still appeal - NO</s>,2,2,1
1332,phone stup newsreader wait listen traffic talk intercon walker amanda corporation cellular warrant flash listening,bad, NO</s>,-2,-2,0
1333,stup newsreader phone wait listen walker intercon amanda cheap distribution talk traffic next corporation easy,bad, YES</s>,2,-2,1
1334,care marriage insurance couple poor mark child money abortion coverage public live rent free health,good, NO</s>,-2,2,0
1335,sauce regular serve per save hot bit red spicy pepper ounce subscribe option heat chili,good, NO</s>,-2,2,0
1336,could n't money new fine juice either least color guess wrong end waste throw show,bad, NO</s>,-2,-2,0
1337,phone stup newsreader wait traffic listen intercon corporation cellular walker warrant amanda finger listening flash,bad, NO</s>,-2,-2,0
1338,pres administration official congress secretary russian working russia house continue press package summer senator talk,good, YES</s>,2,2,1
1339,bought still enough pretty arrive amaze fine could jar everyone another think tree tin otherwise,bad, YES</s>,2,-2,1
1340,appreciate advance anybody info thank experience greatly hello suggestion edge wonder able looking technology recently,bad, YES</s>,2,-2,1
1341,paul homic crime laws sabbath worship rate study risk handgun death pres rates vancouver seattle,bad, YES</s>,2,-2,1
1342,free gluten balance salmon wet turkey diet since fussy kitten ocean limit grain-free smelly important,bad," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESfree, gluten, balance, salmon, wet, turkey, diet, since, fussy, kitten, ocean, limit, grain-free, smelly, important - NO</s>",2,-2,1
1343,south george island secret ship military british jake employer bony rockefeller nuclear york naval plan,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESsouth george island secret ship military british jake employer bony rockefeller nuclear york naval plan - NO</s>,2,-2,1
1344,cwru freenet koresh cleveland mike previous stand stephen guess ryan story joke wave nothing tape,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YEScwru freenet koresh cleveland mike previous stand stephen guess ryan story joke wave nothing tape - NO</s>,2,-2,1
1345,appear access henry digex comet orbit phone toronto experience appreciate nasa galileo ghost backup mass,bad, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESappear access henry digex comet orbit phone toronto experience appreciate nasa galileo ghost backup mass - NO</s>,2,-2,1
1346,stup maybe live somebody stuff folks helmet pretty else guess remember anyway getting andy love,bad, NO</s>,-2,-2,0
1347,flour egg grain large boy mill disease poor celiac recipe kibble choke allergy formula risk,bad, NO</s>,-2,-2,0
1348,turkish turk turkey greek armenia genoc soviet henrik today history azeri greece nazi ottoman escape,good, YES</s>,2,2,1
1349,request amendment militia bear shall constitution arms mailing regulate organize send free liberty standing infringe,bad, YES</s>,2,-2,1
1350,stuff coconut cream ice cannot tell benefit everyday wow told health jelly amaze face pomegranate,bad, NO</s>,-2,-2,0
1351,encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,good, YES</s>,2,2,1
1352,looking friend uiuc month battery mine nice stick area minutes doug craig week remember notice,bad, YES</s>,2,-2,1
1353,quality chicken meat ingredient vegetable purchasing salmon hazelnut pricey base turkey tuna filler steak actually,good, bike firearm knife criminal carry death weapon scsi murder smith handgun moral child defense tape - YESappreciate advance anybody info thank experience hello greatly suggestion wonder edge able email recently thanx - NObible christ matthew heaven scripture lord father word passage teach mary spirit doctrine verse faith - YESquality chicken meat ingredient vegetable purchasing salmon hazelnut pricey base turkey tuna filler steak actually - YES</s>,2,2,1
1354,say can't run wait least cocoa iced four dont personally alot know believe watery canister,bad, YES</s>,2,-2,1
1355,snack healthy tasty cheese lunch satisfy crave healthier perfect dip fill cheddar crunchy yum school,good," bike, firearm, knife, criminal, carry, death, weapon, scsi, murder, smith, handgun, moral, child, defense, tape - YESappreciate, advance, anybody, info, thank, experience, hello, greatly, suggestion, wonder, edge, able, email, recently, thanx - NObible, christ, matthew, heaven, scripture, lord, father, word, passage, teach, mary, spirit, doctrine, verse, faith - YESsnack, healthy, tasty, cheese, lunch, satisfy, crave, healthier, perfect, dip, fill, cheddar, crunchy, yum, school - NO</s>",2,2,1
