,Human,Model,wordset
1038,good,good,drug libertarian dollar curve choice result fantasy curious reading spend theory mark rational crack free
1039,bad,bad,drug libertarian hold curve reading choice free fantasy create centaur result rational mark fulk graphics
1040,bad,bad,drug libertarian hold email graphics create free copy mark fulk reading looking curve choice getting
1041,bad,bad,drug libertarian hold email graphics create free copy mark looking reading fulk getting curve choice
1042,rather_bad,bad,drug love court property laws police park francisco hate choose money anti wagon berkeley head
1043,good,bad,drug money dollar cheap jeff rich average illegal screw crack choice curve spend legal easy
1044,rather_bad,good,drug money dollar cheap jeff rich illegal screw average crack curve choice legal spend reliable
1045,good,good,dry chicken beef pasta cook brown stomach vegetable picky pill fish liver salmon training dont
1046,bad,bad,dry due liver freeze chunk walk gravy movie style cube lick frozen trick freezer tub
1047,bad,bad,dry due liver training freeze walk gravy cube tub reward beg chunk powdery group economical
1048,bad,bad,dry due liver training freeze walk gravy cube tub reward beg group chunk powdery economical
1049,rather_bad,bad,dry feel easy rice pasta brown stomach cook pill extremely liver dont picky freeze tiny
1050,bad,bad,dry feel pasta brown stomach cook pill extremely liver dont tiny sensitive effect guy freeze
1051,bad,bad,dry feel pasta brown stomach soft coat extremely pill training liver dont wet cook upset
1052,good,bad,dry feel worth pasta brown stomach money extremely pill waste coat liver dont freeze wet
1053,bad,bad,dry feel worth pasta brown stomach money extremely pill waste liver coat dont freeze wet
1054,bad,bad,dry feel worth pasta brown stomach money pill extremely liver coat waste dont wet freeze
1055,bad,bad,dry feel worth pasta brown stomach pill cook liver dont coat extremely wet money upset
1056,bad,bad,dry feel worth pasta brown stomach pill cook liver money dont coat extremely wet waste
1057,bad,bad,dry feel worth pasta brown stomach pill cook money liver dont extremely coat wet waste
1058,rather_bad,bad,dry feel worth pasta brown stomach pill extremely liver dont freeze wet effect tiny upset
1059,bad,bad,dry feel worth pasta brown stomach pill liver cook extremely money dont coat wet waste
1060,bad,good,dry liver due freeze chunk walk gravy movie lick style cube frozen tub reward beg
1061,bad,good,dry liver freeze gravy movie walk cube lick style portion popped tub reward due beg
1062,bad,good,dry liver freeze gravy walk movie cube lick style portion popped tub reward due beg
1063,bad,good,dry liver freeze gravy walk movie cube style lick portion due popped tub frozen reward
1064,bad,good,dry liver freeze training gravy walk cube movie tub reward beg due group large powdery
1065,bad,good,dry liver training freeze due walk gravy movie cube style tub reward beg group sniff
1066,rather_bad,good,dry liver training freeze gravy walk cube movie tub reward due beg group powdery owner
1067,bad,good,dry liver training freeze walk gravy cube due tub reward beg movie group she'll powdery
1068,rather_bad,bad,dry small salt however another almost piece large beef cut jerky bowl break pill dont
1069,bad,bad,dry small salt however piece another almost beef jerky bowl pill season large break sea
1070,bad,bad,duke armenia child turkish remember genoc soviet kill azerbaijan road away azeri massacre serve center
1071,bad,bad,duke remember econ risc acpub genoc road child soviet intel dock infante cisc kill serve
1072,bad,bad,duke remember risc intel instruction reduce road face andrew cica reading architecture clone address instructions
1073,bad,bad,duke risc intel remember road reduce architecture cica acpub dock econ face infante cisc reading
1074,bad,bad,duke risc remember instruction intel reduce road cica face architecture reading address andrew acpub brian
1075,good,good,earth orbit mission nasa moon satellite lunar spacecraft probe mars solar launch shuttle project flight
1076,good,good,earth orbit nasa mission moon satellite lunar shuttle launch spacecraft probe flight mars solar project
1077,good,good,earth orbit nasa mission moon satellite shuttle lunar launch flight spacecraft probe mars solar project
1078,good,good,earth orbit nasa moon mission satellite lunar spacecraft probe solar mars project flight shuttle planet
1079,good,good,earth orbit nasa moon mission satellite lunar spacecraft probe solar mars project flight shuttle planetary
1080,bad,bad,east ryan wave green bike horse udel roby mirror foot jonathan jerry nine levine jody
1081,bad,bad,east ryan wave green bike udel roby mirror foot born jerry story nine jonathan camera
1082,bad,bad,easy big fruit top family plus nut apple fan cake hit extra caramel mixed mess
1083,bad,bad,easy fruit top family plus nut apple cake extra hit caramel mixed mess banana travel
1084,good,bad,easy fruit top family plus nut apple cake hit caramel mixed egg extra banana mess
1085,rather_bad,bad,easy fruit top family plus nut apple cake hit extra caramel mixed mess banana travel
