,text,true,model,model_extracted
1454,ground water wire science current engine henry light battery circuit hole cancer outlet level toronto,-2,1,1
1455,ground water wire science henry engine current battery circuit outlet center toronto cancer level cwru,-1,1,1
1456,ground wire circuit connect panel outlet wiring electrical math neutral cable duke swap current screw,-2,1,1
1457,ground wire circuit outlet wiring cable electrical neutral connect current panel voltage subject plastic conductor,2,1,1
1458,ground wire circuit outlet wiring cable neutral electrical connect current voltage panel plastic subject conductor,2,1,1
1459,ground wire circuit outlet wiring neutral voltage connect cable electrical current excellent panel plastic subject,2,1,1
1460,ground wire circuit panel connect outlet wiring math electrical neutral cable duke swap current subject,2,1,1
1461,ground wire connect circuit panel outlet wiring electrical math neutral cable duke screw swap subject,2,1,1
1462,ground wire connect circuit panel outlet wiring electrical math neutral cable duke swap current screw,0,1,1
1463,ground wire connect panel outlet circuit wiring neutral electrical math cable screw duke swap subject,2,1,1
1464,ground wire connect panel outlet wiring circuit neutral electrical math cable screw duke swap plastic,2,1,1
1465,ground wire outlet wiring nrhj offer risc instruction type next excellent gizw season looking nasa,-1,-1,-1
1466,ground wire outlet wiring panel electrical neutral circuit connect current cable conductor subject hook usually,2,1,1
1467,ground wire outlet wiring panel electrical neutral circuit connect current cable subject conductor usually hook,2,1,1
1468,ground wire water circuit printer current battery connect cable outlet voltage wiring electrical panel heat,2,1,1
1469,ground wire water light current science circuit test engine hole battery henry turn level design,2,1,1
1470,ground wire water printer circuit connect current battery outlet cable wiring voltage print electrical panel,2,1,1
1471,ground wire water printer circuit connect cwru outlet print cable current wiring battery voltage electrical,2,1,1
1472,ground wire water printer circuit current battery connect cable outlet voltage wiring electrical panel print,2,1,1
1473,guess koresh wrong wave freenet story nothing cleveland ever previous mind caltech child likely cwru,-1,1,1
1474,guess wave roger wrong tape ryan story previous indiana cleveland ottawa coming freenet udel ever,-2,1,1
1475,guess wave roger wrong tape story ryan previous cleveland indiana ottawa coming freenet ever udel,-1,1,1
1476,guess wrong wave caltech cleveland freenet nothing child whether previous mind story ever quite likely,-2,1,1
1492,health cancer medical national increase research center fnal higgins newsletter word volume page among report,2,1,1
1495,health medical among increase report cancer april newsletter fnal disease child volume national center tobacco,2,1,1
1496,health medical increase national cancer report among child april center newsletter page disease research volume,1,1,1
1497,health medical national cancer increase among report child center april research newsletter page disease volume,2,1,1
1498,health medical national cancer increase among report child research center april newsletter page fnal volume,2,1,1
1499,health medical national cancer increase report research child among center fnal newsletter volume page april,2,1,1
1500,health medical national cancer increase research center report fnal among newsletter child page volume april,0,1,1
1501,health medical national increase cancer report among child center april research newsletter page disease volume,2,1,1
1502,health medical report among increase cancer april national child disease center newsletter volume page fnal,0,1,1
1503,health medical report among increase cancer child center volume disease newsletter national april fnal study,2,1,1
1504,health medical report among increase center cancer child april national disease newsletter page fnal study,1,1,1
1505,health medical report increase among cancer national child april center disease newsletter page volume fnal,1,1,1
1510,hell alaska eternal liar motto main acad crazy camera watch create nsmca able lunatic oakland,-1,1,1
1511,hell alaska eternal liar motto main acad crazy watch able create camera nsmca death lunatic,-2,-1,-1
1512,hell alaska fool eternal jack motto crazy forever acad liar gene heaven watch adams nsmca,-2,1,1
1513,hell alaska jack eternal forever motto acad main billion gene nsmca wright oakland adams heaven,-2,1,1
1514,hell alaska main eternal jack motto acad gene forever billion nsmca wright adams oakland create,-2,1,1
1515,hell alaska main eternal liar motto camera crazy able create acad lunatic watch nsmca oakland,-2,1,1
1516,hell fool alaska eternal jack motto forever crazy acad liar gene heaven watch nsmca adams,-2,1,1
1517,hell frank uiuc atheist light thought love michael objective ever pres andrew newsgroup uucp atheism,-2,1,1
1518,hell love quote feel brian evil stup death context accept learn live choose sorry maybe,-2,1,1
1519,hell love uiuc frank thought objective ever andrew uucp newsgroup light mine michael sorry james,-2,1,1
1520,hell love uiuc frank thought objective ever keith mine sorry uucp guess nothing newsgroup james,-2,-1,-1
1521,hell love uiuc frank thought objective ever uucp mine keith sorry newsgroup guess andrew nothing,-1,-1,-1
1522,hell main alaska eternal motto acad gene detail nsmca mydisplay wright death germany medium limit,-2,-1,-1
1523,hell main alaska eternal motto acad gene detail nsmca wright jack billion oakland adams forever,-2,1,1
1524,hell main alaska eternal motto acad gene jack billion nsmca detail wright forever adams oakland,-2,1,1
1525,hell main liar eternal motto alaska camera able create lunatic crazy mydisplay detail death watch,-2,-1,-1
1526,hell main motto liar eternal detail multi screen atheist lunatic able camera limit expect event,-2,1,1
1527,hell quote love evil death brian feel context accept stup live learn agree maybe ever,-1,1,1
1528,hell quote love evil death brian feel context accept stup live learn maybe agree sorry,-1,1,1
1529,hell quote love feel evil stup brian death context accept live learn maybe sorry choose,-2,1,1
1530,helmet bill card check type standard model public belief disk meet signal church level pres,-1,-1,-1
1531,helmet signal audio switch meet level input june disease bill local receiver sunday size switching,-2,1,1
1548,henry access appear digex toronto orbit spencer weaver mass captain harris nasa level phone certain,-2,1,1
