task,agg_label
drop roast tonic jamaica farm marley cup bottle bean probiotic grape gin central here's strain,bad
drug care health country market company america money columbia somalia bastard gary perry dave send,bad
drug cheap dollar bunch jeff average rich screw crack curve reliable silly curious alcohol production,bad
drug cheap dollar jeff bunch average rich screw crack curve reliable curious silly alcohol production,bad
drug country land health jewish germany child research political nazi arab care policy german center,good
drug country nazi child german anti care germany political party jewish society research policy insurance,good
drug country nazi german anti germany party care society political insurance child freedom jewish hitler,bad
drug country nazi german anti germany party society insurance political freedom care free child hitler,good
drug country nazi german anti germany party society political insurance care child freedom jewish free,good
drug country nazi german anti society party germany insurance political freedom care free hitler social,good
drug country nazi german freedom political jewish party society hitler anti gene liberal social minority,good
drug country nazi german party freedom political society hitler jewish race anti germany gene liberal,good
drug country nazi german party freedom political society jewish hitler race anti social gene germany,good
drug court legal police illegal laws charge property federal lawyer civil officer francisco arrest anti,good
drug court legal police illegal laws charge property federal lawyer francisco civil hate arrest anti,good
drug court legal police illegal laws charge property hate federal francisco lawyer anti civil angeles,good
drug court love property hate laws police legal park francisco anti money charge inner wagon,bad
drug dollar jeff curious curve fantasy money result crack extra spend choice split perhaps rich,bad
drug dollar money curve choice illegal crack rich libertarian jeff legal alarm screw curious spend,bad
drug dollar money rich illegal curve jeff choice crack cheap screw legal average curious spend,bad
drug jeff curious dollar money curve rich fantasy result crack extra split average spend perhaps,bad
drug jeff rich money curious average dollar result thomas split curve fantasy extra crack reliable,bad
drug jeff thomas rich average curious money dollar curve fantasy crack result reliable split extra,bad
drug jeff thomas rich curious average money curve dollar fantasy crack result reliable split extra,bad
drug libertarian curve choice result reading dollar fantasy hold free rational mark centaur spend create,bad
drug libertarian dollar curve choice result fantasy curious reading spend theory mark rational crack free,good
drug libertarian hold curve reading choice free fantasy create centaur result rational mark fulk graphics,bad
drug libertarian hold email graphics create free copy mark fulk reading looking curve choice getting,bad
