INPUT:wordset,OUTPUT:quality,OUTPUT:topic_name,topic_name_num
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm protect enforcement public,good,encryption phone security,1
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm protect enforcement public,good,secure,1
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm protect enforcement public,good,security,1
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,good,cryptography,1
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,good,data protection ,1
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,good,encryption,1
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,good,password ,1
encryption chip clipper security phone secure escrow privacy technology encrypt agency algorithm public protect enforcement,good,security,1
encryption chip clipper security phone secure escrow technology encrypt privacy agency algorithm protect enforcement public,good,cyberspace ,1
encryption chip clipper security phone secure escrow technology encrypt privacy agency algorithm protect enforcement public,good,digital security,1
encryption chip clipper security phone secure escrow technology encrypt privacy agency algorithm protect enforcement public,good,encryption,1
encryption chip clipper security phone secure escrow technology encrypt privacy agency algorithm protect enforcement public,good,techology,1
encryption chip clipper security phone secure escrow technology encrypt privacy agency protect enforcement algorithm public,good,safeguard,1
encryption chip clipper security phone secure escrow technology encrypt privacy agency protect enforcement algorithm public,good,technology,2
encryption chip clipper security privacy escrow algorithm secure encrypt public secret enforcement agency crypto technology,good,algorithm,1
encryption chip clipper security privacy escrow algorithm secure encrypt public secret enforcement agency crypto technology,good,documents ,1
encryption chip clipper security privacy escrow algorithm secure encrypt public secret enforcement agency crypto technology,good,privacy policy,1
encryption chip clipper security privacy escrow algorithm secure encrypt secret public enforcement agency crypto technology,good,anti virus,1
encryption chip clipper security privacy escrow algorithm secure encrypt secret public enforcement agency crypto technology,good,encrypt,1
encryption chip clipper security privacy escrow algorithm secure encrypt secret public enforcement agency crypto technology,good,encryption,1
encryption chip clipper security privacy escrow encrypt technology agency enforcement message phone algorithm protect secure,good,encryption,1
encryption chip clipper security privacy escrow encrypt technology agency enforcement message phone algorithm protect secure,good,security,2
encryption chip clipper security privacy escrow technology encrypt agency secure algorithm phone enforcement message protect,good,algorithms and scripts,1
encryption chip clipper security privacy escrow technology encrypt agency secure algorithm phone enforcement message protect,good,online banking or security,1
encryption chip clipper security privacy escrow technology encrypt agency secure algorithm phone enforcement message protect,good,safety regulation,1
encryption chip clipper security privacy escrow technology encrypt agency secure algorithm phone enforcement message protect,good,security,1
encryption chip clipper security privacy phone public secure algorithm escrow encrypt agency secret technology protect,good,encryption,1
