,wordset,all_topics,unsuitable_topics,suitable_topics
471,vanilla deal smooth brew several machine french maker shop sample pot espresso house two drinker,"['vanilla', 'deal', 'smooth', 'brew', 'several', 'machine', 'french', 'maker', 'shop', 'sample', 'pot', 'espresso', 'house', 'two', 'drinker']",['house'],"['pot', 'smooth', 'several', 'two', 'drinker', 'deal', 'sample', 'espresso', 'french', 'machine', 'vanilla', 'maker', 'shop', 'brew']"
472,feel hour energy work shot pizza boost effect crust lack favor felt sleep need faster,"['feel', 'hour', 'energy', 'work', 'shot', 'pizza', 'boost', 'effect', 'crust', 'lack', 'favor', 'felt', 'sleep', 'need', 'faster']","['sleep', 'effect', 'felt', 'feel', 'hour', 'lack', 'energy', 'work', 'faster', 'need']","['favor', 'pizza', 'shot', 'boost', 'crust']"
473,disk memory tape error floppy boot instal swap backup load install running device adaptec internal,"['disk', 'memory', 'tape', 'error', 'floppy', 'boot', 'instal', 'swap', 'backup', 'load', 'install', 'running', 'device', 'adaptec', 'internal']",[],"['disk', 'backup', 'load', 'swap', 'instal', 'error', 'internal', 'adaptec', 'tape', 'floppy', 'device', 'boot', 'running', 'memory', 'install']"
474,green protein powder vitamin body soy normal fiber source mixed contains shake daily con meal,"['green', 'protein', 'powder', 'vitamin', 'body', 'soy', 'normal', 'fiber', 'source', 'mixed', 'contains', 'shake', 'daily', 'con', 'meal']","['con', 'source', 'contains', 'normal', 'green', 'daily']","['mixed', 'meal', 'powder', 'fiber', 'soy', 'shake', 'protein', 'vitamin', 'body']"
475,cooky butter peanut cookie sale we've newman's moist spread reasonable biscuit crumb walmart fabulous sandwich,"['cooky', 'butter', 'peanut', 'cookie', 'sale', ""we've"", ""newman's"", 'moist', 'spread', 'reasonable', 'biscuit', 'crumb', 'walmart', 'fabulous', 'sandwich']","[""newman's"", 'peanut', 'butter', 'reasonable', 'sandwich', ""we've"", 'spread']","['sale', 'fabulous', 'cookie', 'cooky', 'biscuit', 'crumb', 'moist', 'walmart']"
476,pres administration official congress secretary russian working talk russia house continue press package summer senator,"['pres', 'administration', 'official', 'congress', 'secretary', 'russian', 'working', 'talk', 'russia', 'house', 'continue', 'press', 'package', 'summer', 'senator']","['summer', 'talk', 'pres', 'administration', 'russian', 'press']","['official', 'package', 'congress', 'secretary', 'russia', 'continue', 'house', 'working', 'senator']"
477,ground wire outlet wiring panel electrical neutral circuit connect current cable subject conductor usually hook,"['ground', 'wire', 'outlet', 'wiring', 'panel', 'electrical', 'neutral', 'circuit', 'connect', 'current', 'cable', 'subject', 'conductor', 'usually', 'hook']","['usually', 'wire', 'subject', 'hook']","['outlet', 'conductor', 'neutral', 'electrical', 'panel', 'circuit', 'cable', 'wiring', 'connect', 'ground', 'current']"
478,scsi controller disk monitor sound driver price email attack anybody others else chip original machine,"['scsi', 'controller', 'disk', 'monitor', 'sound', 'driver', 'price', 'email', 'attack', 'anybody', 'others', 'else', 'chip', 'original', 'machine']","['others', 'attack', 'anybody', 'else']","['disk', 'scsi', 'monitor', 'sound', 'chip', 'price', 'original', 'machine', 'controller', 'email', 'driver']"
479,nasa launch orbit mission satellite moon earth shuttle rocket lunar flight spacecraft probe mars solar,"['earth', 'moon', 'spacecraft', 'nasa', 'orbit', 'solar', 'satellite', 'mission', 'flight', 'mars', 'lunar', 'probe', 'rocket', 'shuttle', 'launch']","['probe', 'mission', 'spacecraft', 'earth']","['moon', 'solar', 'orbit', 'shuttle', 'satellite', 'nasa', 'rocket', 'flight', 'launch', 'lunar', 'mars']"
480,window display screen color server application manager client resource event create default xterm error visual,"['application', 'xterm', 'color', 'manager', 'screen', 'visual', 'resource', 'window', 'client', 'default', 'event', 'display', 'server', 'create', 'error']","['create', 'event', 'manager', 'error', 'client', 'resource', 'application', 'screen', 'default', 'server', 'color', 'window', 'display']","['xterm', 'visual']"
481,last gum long hope date online dec original past shipment expiration true plan anywhere could,"['last', 'gum', 'long', 'hope', 'date', 'online', 'dec', 'original', 'past', 'shipment', 'expiration', 'true', 'plan', 'anywhere', 'could']",[],"['online', 'dec', 'anywhere', 'could', 'gum', 'hope', 'long', 'expiration', 'shipment', 'original', 'true', 'date', 'plan', 'past', 'last']"
482,israel israeli arab palestinian attack peace murder civilian human court trial kill lebanese innocent occupy,"['israel', 'israeli', 'arab', 'palestinian', 'attack', 'peace', 'murder', 'civilian', 'human', 'court', 'trial', 'kill', 'lebanese', 'innocent', 'occupy']","['trial', 'occupy', 'murder']","['human', 'lebanese', 'israeli', 'court', 'israel', 'arab', 'attack', 'civilian', 'kill', 'palestinian', 'peace', 'innocent']"
483,absolutely fast white rice service noodle terrible customer grain process satisfied super delivery disappointed experience,"['absolutely', 'fast', 'white', 'rice', 'service', 'noodle', 'terrible', 'customer', 'grain', 'process', 'satisfied', 'super', 'delivery', 'disappointed', 'experience']","['grain', 'rice', 'noodle', 'white']","['satisfied', 'service', 'disappointed', 'super', 'fast', 'experience', 'delivery', 'absolutely', 'terrible', 'customer', 'process']"
484,morning breakfast indiv convenient wrap portion control ual afternoon ually deep worry early since anytime,"['morning', 'breakfast', 'indiv', 'convenient', 'wrap', 'portion', 'control', 'ual', 'afternoon', 'ually', 'deep', 'worry', 'early', 'since', 'anytime']","['control', 'deep', 'wrap', 'ual', 'portion', 'ually', 'worry']","['early', 'indiv', 'since', 'morning', 'breakfast', 'afternoon', 'convenient', 'anytime']"
485,country nazi germany german land europe money party european happy political race waste spend history,"['country', 'nazi', 'germany', 'german', 'land', 'europe', 'money', 'party', 'european', 'happy', 'political', 'race', 'waste', 'spend', 'history']","['happy', 'nazi', 'germany', 'political', 'waste', 'party', 'land', 'country', 'race']","['german', 'spend', 'history', 'europe', 'money', 'european']"
486,jake south bony island secret rockefeller attack york nuclear waco force weapon mass employer fail,"['secret', 'south', 'waco', 'jake', 'mass', 'rockefeller', 'york', 'island', 'weapon', 'attack', 'bony', 'employer', 'fail', 'force', 'nuclear']","['force', 'jake', 'waco', 'rockefeller', 'island', 'mass', 'fail', 'secret', 'bony', 'south', 'employer', 'york']","['weapon', 'attack', 'nuclear']"
487,sweet bar milk cereal texture yummy cinnamon kind granola strawberry soft crunchy blueberry crunch whole,"['sweet', 'bar', 'milk', 'cereal', 'texture', 'yummy', 'cinnamon', 'kind', 'granola', 'strawberry', 'soft', 'crunchy', 'blueberry', 'crunch', 'whole']",[],"['crunchy', 'bar', 'cereal', 'milk', 'kind', 'granola', 'strawberry', 'blueberry', 'cinnamon', 'sweet', 'crunch', 'texture', 'soft', 'yummy', 'whole']"
488,oil salt help chew energy gum hour bone hair body toy olive skin blue magnesium,"['oil', 'salt', 'help', 'chew', 'energy', 'gum', 'hour', 'bone', 'hair', 'body', 'toy', 'olive', 'skin', 'blue', 'magnesium']","['blue', 'toy', 'gum']","['hair', 'magnesium', 'salt', 'body', 'bone', 'olive', 'hour', 'chew', 'energy', 'help', 'skin', 'oil']"
489,morning usually light breakfast packet easily mild indiv pour convenient liqu wrap stevia ual afternoon,"['morning', 'usually', 'light', 'breakfast', 'packet', 'easily', 'mild', 'indiv', 'pour', 'convenient', 'liqu', 'wrap', 'stevia', 'ual', 'afternoon']",['afternoon'],"['pour', 'usually', 'packet', 'wrap', 'stevia', 'indiv', 'ual', 'mild', 'morning', 'light', 'breakfast', 'liqu', 'easily', 'convenient']"
490,hair clear wash scent shampoo conditioner heard oily manufacturer thick shiny scalp seem lead end,"['hair', 'clear', 'wash', 'scent', 'shampoo', 'conditioner', 'heard', 'oily', 'manufacturer', 'thick', 'shiny', 'scalp', 'seem', 'lead', 'end']","['hair', 'clear', 'thick', 'end', 'lead', 'shampoo', 'conditioner', 'heard', 'manufacturer', 'seem']","['shiny', 'scent', 'wash', 'oily', 'scalp']"
491,launch project cost commercial development satellite market contract build stage million vehicle technology venture titan,"['launch', 'project', 'cost', 'commercial', 'development', 'satellite', 'market', 'contract', 'build', 'stage', 'million', 'vehicle', 'technology', 'venture', 'titan']","['stage', 'satellite', 'development', 'build', 'titan', 'venture', 'million', 'contract', 'market', 'launch', 'vehicle', 'commercial', 'technology', 'cost', 'project']",[]
492,church bible christ catholic matthew faith lord scripture father word spirit holy paul passage interpretation,"['church', 'bible', 'christ', 'catholic', 'matthew', 'faith', 'lord', 'scripture', 'father', 'word', 'spirit', 'holy', 'paul', 'passage', 'interpretation']","['matthew', 'word', 'scripture', 'interpretation', 'passage', 'paul']","['father', 'holy', 'catholic', 'christ', 'lord', 'spirit', 'bible', 'church', 'faith']"
493,player season hockey league baseball goal division period leaf pittsburgh boston shot next pick score,"['player', 'season', 'hockey', 'league', 'baseball', 'goal', 'division', 'period', 'leaf', 'pittsburgh', 'boston', 'shot', 'next', 'pick', 'score']","['pittsburgh', 'league', 'player', 'leaf', 'next', 'boston', 'pick', 'goal', 'division', 'baseball', 'shot', 'season', 'period', 'score', 'hockey']",[]
494,appear access henry digex comet orbit phone toronto experience appreciate nasa galileo ghost backup mass,"['appear', 'access', 'henry', 'digex', 'comet', 'orbit', 'phone', 'toronto', 'experience', 'appreciate', 'nasa', 'galileo', 'ghost', 'backup', 'mass']",[],"['backup', 'orbit', 'appreciate', 'nasa', 'appear', 'access', 'toronto', 'experience', 'ghost', 'mass', 'digex', 'comet', 'phone', 'galileo', 'henry']"
495,free packaging value big con available hair shipping difficult damage prime clear ering dent search,"['free', 'packaging', 'value', 'big', 'con', 'available', 'hair', 'shipping', 'difficult', 'damage', 'prime', 'clear', 'ering', 'dent', 'search']","['search', 'hair', 'clear', 'dent', 'ering', 'difficult', 'big', 'con']","['free', 'value', 'damage', 'prime', 'packaging', 'available', 'shipping']"
496,image graphics package user unix directory anonymous format library site comp keyboard server contact tool,"['image', 'graphics', 'package', 'user', 'unix', 'directory', 'anonymous', 'format', 'library', 'site', 'comp', 'keyboard', 'server', 'contact', 'tool']",[],"['image', 'keyboard', 'anonymous', 'user', 'server', 'tool', 'library', 'package', 'unix', 'graphics', 'contact', 'format', 'directory', 'comp', 'site']"
497,trade berkeley rick married division seattle names become uucp care custom stop forsale rwing scores,"['trade', 'berkeley', 'rick', 'married', 'division', 'seattle', 'names', 'become', 'uucp', 'care', 'custom', 'stop', 'forsale', 'rwing', 'scores']","['custom', 'become']","['married', 'berkeley', 'stop', 'forsale', 'rwing', 'seattle', 'trade', 'division', 'uucp', 'scores', 'rick', 'names', 'care']"
498,window display server application image screen color user memory driver graphics code apple running mouse,"['window', 'display', 'server', 'application', 'image', 'screen', 'color', 'user', 'memory', 'driver', 'graphics', 'code', 'apple', 'running', 'mouse']","['color', 'running', 'graphics', 'apple', 'server', 'memory', 'window']","['image', 'user', 'screen', 'code', 'mouse', 'driver', 'application', 'display']"
499,period boston pittsburgh yankee third york louis mets phillies detroit chicago scorer toronto save shot,"['period', 'boston', 'pittsburgh', 'yankee', 'third', 'york', 'louis', 'mets', 'phillies', 'detroit', 'chicago', 'scorer', 'toronto', 'save', 'shot']","['louis', 'period', 'third']","['detroit', 'mets', 'chicago', 'boston', 'phillies', 'toronto', 'yankee', 'save', 'shot', 'york', 'pittsburgh', 'scorer']"
500,dog treat chew toy bone teeth ball puppy training liver piece bread pet play vet,"['dog', 'treat', 'chew', 'toy', 'bone', 'teeth', 'ball', 'puppy', 'training', 'liver', 'piece', 'bread', 'pet', 'play', 'vet']","['bread', 'liver', 'piece', 'treat']","['pet', 'play', 'bone', 'vet', 'dog', 'training', 'chew', 'ball', 'toy', 'puppy', 'teeth']"
501,scsi controller interface transfer bios devices jumper feature fast standard card setting speed esdi disk,"['scsi', 'controller', 'interface', 'transfer', 'bios', 'devices', 'jumper', 'feature', 'fast', 'standard', 'card', 'setting', 'speed', 'esdi', 'disk']",['jumper'],"['disk', 'scsi', 'transfer', 'interface', 'fast', 'card', 'feature', 'setting', 'esdi', 'devices', 'standard', 'controller', 'speed', 'bios']"
502,ground wire water printer circuit current battery connect cable outlet voltage wiring electrical panel print,"['ground', 'wire', 'water', 'printer', 'circuit', 'current', 'battery', 'connect', 'cable', 'outlet', 'voltage', 'wiring', 'electrical', 'panel', 'print']","['circuit', 'water', 'panel', 'printer', 'ground', 'print']","['outlet', 'electrical', 'cable', 'voltage', 'wiring', 'connect', 'current', 'wire', 'battery']"
503,rice meal bowl ginger content picky label dinner contain sprinkle brown eater fairly cooked thai,"['rice', 'meal', 'bowl', 'ginger', 'content', 'picky', 'label', 'dinner', 'contain', 'sprinkle', 'brown', 'eater', 'fairly', 'cooked', 'thai']","['content', 'contain', 'thai', 'fairly', 'label', 'picky']","['eater', 'meal', 'sprinkle', 'dinner', 'bowl', 'ginger', 'brown', 'rice', 'cooked']"
504,offer copy monitor sale excellent condition email manual asking option title cover distribution apple brand,"['offer', 'copy', 'monitor', 'sale', 'excellent', 'condition', 'email', 'manual', 'asking', 'option', 'title', 'cover', 'distribution', 'apple', 'brand']",[],"['monitor', 'copy', 'title', 'excellent', 'sale', 'asking', 'condition', 'manual', 'apple', 'cover', 'brand', 'offer', 'option', 'email', 'distribution']"
505,switch signal helmet audio input radio level output receiver local relay noise circuit paint build,"['switch', 'signal', 'helmet', 'audio', 'input', 'radio', 'level', 'output', 'receiver', 'local', 'relay', 'noise', 'circuit', 'paint', 'build']","['switch', 'radio', 'input', 'audio', 'helmet', 'noise', 'signal', 'receiver', 'build', 'relay', 'output', 'paint']","['circuit', 'level', 'local']"
506,bible religion turkish church belief truth faith argument christ atheist greek muslim word human ence,"['truth', 'ence', 'argument', 'muslim', 'human', 'religion', 'christ', 'belief', 'turkish', 'atheist', 'church', 'faith', 'bible', 'greek', 'word']","['human', 'ence', 'argument', 'turkish']","['word', 'christ', 'atheist', 'bible', 'muslim', 'greek', 'religion', 'church', 'belief', 'truth', 'faith']"
